H2 Gas
Date, Shift, Tech No., Date/Time Encoded,Temperature (Requirement : below 50 °C), Pressure (Ordering Level = 3.75 MPa or 500 psi Critical Level = 1.5 MPa or 200 psi), Primary Pressure gauge BH2 (Requirement 95 to 100 psi), Primary Pressure gauge Pallet (Requirement 95 to 100 psi), Secondary Pressure gauge BH2 (Requirement 60 to 65 psi), Secondary Pressure gauge Pallet (Requirement 60 to 65 psi), Nitrogen (Pressure Setting : 50 psi), Nitrogen cylinder pressure reading (Requirement : Alarm Level = 500 psi Critical Level = 200 psi), TIME, Remarks
9-Aug-2023,"DAY 1",10786,"9-Aug-2023 07:22:18",3800,5381.40,14207.00,135,63,0,2,"6:30 AM",N/A
9-Aug-2023,"SWG 1",10373,"9-Aug-2023 02:53:09",3700,5233.50,13816.50,135,61,0,1,2:20pm,N/A
9-Aug-2023,"GRAVE 1",10715,"9-Aug-2023 11:48:22",3600,5085.60,13426.10,140,59,0,1,10:15pm,N/A
10-Aug-2023,"DAY 1",10786,"10-Aug-2023 07:32:15",3500,4937.70,13035.60,135,56,0,1,"6:30 AM",N/A
10-Aug-2023,"SWG 1",10373,"10-Aug-2023 02:53:07",3200,4494.00,11864.10,140,54,0,1,2:30pm,N/A
10-Aug-2023,"GRAVE 1",10355,"11-Aug-2023 01:44:15",3200,4194.00,11864.10,140,51,0,1,10:20pm,N/A
11-Aug-2023,"DAY 1",10786,"11-Aug-2023 07:15:17",3100,4346.10,11473.10,135,49,0,1,"6:30 AM",N/A
11-Aug-2023,"SWG 1",10303,"11-Aug-2023 04:18:34",3000,4198.20,11083.20,135,47,0,1,2:20pm,N/A
11-Aug-2023,"GRAVE 1",10715,"12-Aug-2023 01:26:25",2900,4050.30,10692.70,140,45,0,1,10:21pm,N/A
12-Aug-2023,"DAY 1",10355,"12-Aug-2023 07:13:02",4400,6268.92,16549.90,135,72,27.3,1,6:28am,N/A
12-Aug-2023,"SWG 1",10355,"12-Aug-2023 04:40:30",4250,6047.00,15964.20,135,70,0,1,2:10pm,N/A
12-Aug-2023,"GRAVE 1",10715,"13-Aug-2023 12:36:59",4150,5899.10,15733.70,150,67,0,1,10:05pm,N/A
13-Aug-2023,"DAY 1",10786,"13-Aug-2023 07:46:40",4000,5677.30,14988.0,135,65,0,1,"6:25 AM",N/A
13-Aug-2023,"SWG 1",7611,"13-Aug-2023 02:54:48",3950,5603.30,14792.70,140,65,0,1,"2:40 PM",N/A
13-Aug-2023,"GRAVE 1",10715,"14-Aug-2023 01:37:50",3900,5583.40,14597.50,140,67,0,1,10:03pm,N/A
14-Aug-2023,"DAY 1",10786,"14-Aug-2023 07:52:34",3750,5307.50,14011.80,145,61,0,1,"6:25 AM",N/A
14-Aug-2023,"SWG 1",10373,"14-Aug-2023 02:38:11",3600,3085.60,16426.10,140,59,0,1,2:20pm,N/A
14-Aug-2023,"GRAVE 1",10715,"14-Aug-2023 11:42:35",4600,6504.70,17330.90,150,74,0,1,10:25pm,N/A
15-Aug-2023,"DAY 1",10786,"15-Aug-2023 07:31:25",4450,6342.90,16745.10,145,72,0,1,"6:30 AM",N/A
15-Aug-2023,"SWG 1",10373,"15-Aug-2023 02:37:06",4350,6194.90,16354.70,145,70,0,1,2:20pm,N/A
15-Aug-2023,"GRAVE 1",10715,"15-Aug-2023 11:28:36",4200,5973.10,15768.90,140,68,0,1,10:21pm,N/A
16-Aug-2023,"DAY 1",10786,"16-Aug-2023 07:15:23",4050,5751.20,15183.20,135,66,0,1,6:20am,N/A
16-Aug-2023,"SWG 1",10303,"16-Aug-2023 02:35:58",3950,5603.30,14792.70,135,64,0,1,2:20pm,N/A
16-Aug-2023,"GRAVE 1",10715,"16-Aug-2023 11:38:27",3800,5381.40,14207,150,61,0,1,"10:05 PM",N/A
17-Aug-2023,"DAY 1",10373,"17-Aug-2023 07:19:13",3600,5085.60,13426.10,135,59,0,1,6:20am,N/A
17-Aug-2023,"SWG 1",10361,"17-Aug-2023 03:06:42",3400,4789.80,12645.10,135,56,0,1,2:20pm,N/A
17-Aug-2023,"GRAVE 1",10715,"17-Aug-2023 11:45:42",3300,4641.90,12254.60,150,53,0,1,10:20pm,N/A
18-Aug-2023,"DAY 1",10355,"18-Aug-2023 08:09:23",3150,4420.00,11668.90,135,51,0,1,6:20am,N/A
18-Aug-2023,"SWG 1",10373,"18-Aug-2023 03:05:14",3050,4272.10,11278.40,135,48,0,1,2:20pm,N/A
18-Aug-2023,"GRAVE 1",10786,"18-Aug-2023 11:02:58",2900,4050.30,10692.70,135,45,0,1,10:20pm,N/A
19-Aug-2023,"DAY 1",10002,"19-Aug-2023 10:57:51",2700,3754.40,9911.70,135,42,0,1,6:20am,N/A
19-Aug-2023,"SWG 1",10373,"19-Aug-2023 02:54:22",2550,353.2.60,93326.00,135,40,0,1,2:20pm,N/A
19-Aug-2023,"GRAVE 1",10786,"19-Aug-2023 10:40:36",2400,3310.70,8740.30,140,37,0,1,"10:10 PM",N/A
20-Aug-2023,"DAY 1",10854,"20-Aug-2023 07:31:13",2200,3014.90,7959.30,140,34,0,1,6:20AM,N/A
20-Aug-2023,"SWG 1",10373,"20-Aug-2023 04:40:50",2000,2719.10,7178.40,135,31,0,2,"2:15 PM",N/A
20-Aug-2023,"GRAVE 1",10786,"20-Aug-2023 11:13:06",2250,3088.90,8154.60,150,36,0,2,10:20pm,N/A
21-Aug-2023,"DAY 1",10854,"21-Aug-2023 08:05:40",2150,2940.90,7764.10,145,33,0,1,6:40AM,N/A
21-Aug-2023,"SWG 1",10373,"21-Aug-2023 03:13:32",1950,2645.10,6983.10,140,31,0,1,2:20PM,N/A
21-Aug-2023,"GRAVE 1",10786,"21-Aug-2023 10:55:58",3000,4198.20,11083.20,150,47,0,2,10:17pm,N/A
22-Aug-2023,"DAY 1",10854,"22-Aug-2023 07:35:45",2800,3902.40,10302.20,145,45,0,2,6:25AM,N/A
22-Aug-2023,"SWG 1",10373,"22-Aug-2023 04:10:56",2700,3754.40,9911.70,140,43,0,2,2:20pm,N/A
22-Aug-2023,"GRAVE 1",10786,"22-Aug-2023 11:03:18",2600,3606.50,9521.30,140,40,0,2,"10:10 PM",N/A
23-Aug-2023,"DAY 1",10355,"23-Aug-2023 06:46:00",2400,3310.70,8740.30,140,38,0,2,6:25am,N/A
23-Aug-2023,"SWG 1",10373,"23-Aug-2023 02:31:09",2300,3162.80,8349.80,140,36,0,2,2:20pm,N/A
23-Aug-2023,"GRAVE 1",10786,"23-Aug-2023 10:56:55",2200,3014.90,7959.30,135,34,0,2,10:20pm,N/A
24-Aug-2023,"DAY 1",10361,"24-Aug-2023 06:54:34",2000,2719.10,7178.40,135,32,0,2,6:20am,N/A
24-Aug-2023,"SWG 1",10373,"24-Aug-2023 02:24:18",1950,2645.10,6983.10,135,29,0,2,2:20pm,N/A
24-Aug-2023,"GRAVE 1",10786,"24-Aug-2023 11:07:54",3850,5455.40,14402.30,138,63,0,2,10:20pm,N/A
25-Aug-2023,"DAY 1",10854,"25-Aug-2023 07:33:13",3750,5307.50,14011.80,138,61,0,2,"6:15 AM",N/A
25-Aug-2023,"SWG 1",10373,"25-Aug-2023 02:49:14",3600,5085.60,13426.10,135,59,0,2,2:20pm,N/A
25-Aug-2023,"GRAVE 1",10786,"25-Aug-2023 10:44:07",3400,4789.80,12645.10,135,56,0,2,10:20pm,N/A
26-Aug-2023,"DAY 1",10373,"26-Aug-2023 07:00:34",3300,4641.90,12254.60,135,53,135,2,6:25am,N/A
26-Aug-2023,"SWG 1",10373,"26-Aug-2023 05:52:24",3150,4420.00,11668.90,135,50,0,2,2:20pm,N/A
26-Aug-2023,"GRAVE 1",10786,"26-Aug-2023 10:47:36",3050,4272.10,11278.40,135,48,0,2,10:20pm,N/A
27-Aug-2023,"DAY 1",10854,"27-Aug-2023 07:39:50",3800,5381.40,14207.00,135,63,0,2,6:30AM,N/A
27-Aug-2023,"SWG 1",10355,"27-Aug-2023 04:07:44",4700,6712.60,17721.30,135,78,0,2,2:20pm,N/A
27-Aug-2023,"GRAVE 1",10373,"27-Aug-2023 10:42:17",4600,6416.80,16940.40,135,75,0,1,10:20pm,N/A
28-Aug-2023,"DAY 1",10854,"28-Aug-2023 07:51:54",4400,6268.90,16549.90,140,75,0,2,6:20AM,N/A
28-Aug-2023,"SWG 1",10854,"28-Aug-2023 04:00:51",4230,6047.00,15964.20,138,70,0,1,2:42PM,N/A
28-Aug-2023,"GRAVE 1",10303,"28-Aug-2023 11:25:21",4100,5825.20,15378.50,140,68,0,1,10:30pm,N/A
29-Aug-2023,"DAY 1",10854,"29-Aug-2023 07:16:09",4000,5677.30,14988.00,138,66,0,1,6:15AM,N/A
29-Aug-2023,"SWG 1",10373,"29-Aug-2023 02:45:38",3900,5529.40,14597.50,135,63,0,1,2:30pm,N/A
29-Aug-2023,"GRAVE 1",10303,"29-Aug-2023 11:10:47",3800,5381.40,14207.00,140,61,=27.2,1,10:24pm,N/A
30-Aug-2023,"DAY 1",10854,"30-Aug-2023 07:07:14",3600,5085.60,13426.10,135,59,0,1,6:15AM,N/A
30-Aug-2023,"SWG 1",10373,"30-Aug-2023 02:59:32",3500,4937.70,13.35.60,135,57,0,1,2:20pm,N/A
30-Aug-2023,"GRAVE 1",10303,"30-Aug-2023 11:14:32",3400,4789.80,12645.10,150,55,0,1,10:20pm,N/A
31-Aug-2023,"DAY 1",10854,"31-Aug-2023 07:38:44",3200,4494.00,11864.10,140,56,140,1,6:20AM,N/A
31-Aug-2023,"SWG 1",10373,"31-Aug-2023 03:17:56",3150,4420.00,11668.90,135,51,0,1,2:25pm,N/A
31-Aug-2023,"GRAVE 1",10303,"31-Aug-2023 11:20:57",3000,4198,11083.20,140,49,0,1,10:20pm,N/A
